Age,Income,Credit_Score,Income_to_Expense_Ratio,Marital_Status,Guarantor,Purpose,Dependents,Ongoing_Loans,Ongoing_Loan_Amount,Ongoing_Loan_EMI,FD,FD_Amount,Geo_Location,Employment_Years,Loan_Amount,Tenure_Months,EMI,Interest_Rate,Interest_Amount
39,190074,575,0.42,Single,No,Business loan,1,3,436711,13233,Yes,50927,Urban,22,50000,60,1105,11.75,16300
56,244390,813,0.63,Married,No,Business loan,2,2,66830,3517,No,0,Urban,25,96365,120,1240,9.37,52435
19,142447,387,0.57,Married,Yes,Personal loan,4,0,0,0,Yes,768787,Urban,23,449349,120,6611,12.63,343971
55,109485,804,0.35,Single,No,Business loan,3,3,471266,8891,No,0,Urban,20,50000,240,464,9.46,61360
56,294236,889,0.31,Married,No,Education loan,2,1,1786800,81218,Yes,895803,Rural,32,50000,36,1580,8.61,6880
43,141562,540,0.37,Single,Yes,Personal loan,1,3,1199306,92254,Yes,836409,Urban,25,50000,24,2332,11.1,5968
63,13729,535,0.55,Single,No,Education loan,2,2,1797613,43844,No,0,Urban,9,50000,12,4457,12.65,3484
32,147046,427,0.39,Married,No,Education loan,4,2,593929,39595,Yes,666065,Urban,28,50000,120,753,13.23,40360
51,128222,802,0.86,Married,Yes,Home loan,5,3,1980919,55025,Yes,156573,Urban,34,50000,60,1025,8.48,11500
59,93860,499,0.52,Married,No,Medical loan,5,1,456771,14274,No,0,Urban,27,50000,24,2365,12.51,6760
61,268360,842,0.24,Married,No,Business loan,5,0,0,0,No,0,Urban,11,50000,120,635,9.08,26200
57,31398,801,0.71,Single,No,Business loan,5,1,1840582,51127,Yes,546103,Urban,6,50000,240,482,9.99,65680
28,113889,791,0.43,Single,No,Business loan,3,3,204307,10215,No,0,Urban,15,50000,120,649,9.59,27880
20,275303,320,0.66,Married,No,Business loan,0,2,1467718,77248,No,0,Urban,19,50000,24,2407,14.3,7768
23,235959,533,0.4,Single,Yes,Personal loan,3,1,996463,62278,No,0,Urban,28,50000,240,521,11.17,75040
26,112834,715,0.6,Married,Yes,Auto loan,2,2,554176,9722,No,0,Urban,34,50000,240,461,9.35,60640
23,31638,447,0.74,Married,Yes,Education loan,1,2,1860496,47705,Yes,667641,Rural,27,50000,120,718,12.03,36160
26,273217,328,0.85,Single,No,Medical loan,4,1,766961,58997,Yes,198517,Urban,6,50000,36,1726,14.72,12136
56,225379,660,0.38,Single,No,Medical loan,2,3,1990052,62189,Yes,941446,Rural,21,50000,12,4416,10.9,2992
48,242069,607,0.43,Married,Yes,Auto loan,0,1,507630,26717,Yes,982790,Urban,13,274880,240,2731,10.43,380560
49,39320,461,0.52,Married,No,Auto loan,4,0,0,0,Yes,249969,Rural,35,141341,36,4754,12.89,29803
58,44924,360,0.85,Married,No,Auto loan,4,2,1711498,38033,Yes,802173,Rural,9,50000,120,788,14.4,44560
29,222792,424,0.83,Married,Yes,Personal loan,4,2,589597,17341,No,0,Urban,1,50000,120,739,12.76,38680
25,181097,755,0.26,Married,No,Auto loan,2,3,1410533,54251,No,0,Urban,21,50000,24,2306,9.95,5344
25,12159,370,0.29,Single,No,Personal loan,0,2,766193,20162,No,0,Urban,15,50000,24,2395,13.8,7480
45,58940,765,0.55,Single,No,Home loan,2,2,386352,29719,Yes,668666,Urban,34,50000,60,1058,9.85,13480
37,89436,542,0.27,Married,No,Home loan,4,2,473544,12142,Yes,333265,Urban,39,50000,120,719,12.08,36280
64,24678,789,0.44,Single,No,Medical loan,4,1,506972,23044,No,0,Rural,10,50000,12,4398,10.11,2776
24,202147,520,0.3,Single,No,Home loan,1,2,1309262,22969,Yes,362995,Rural,32,50000,60,1119,12.3,17140
28,147844,772,0.65,Married,No,Personal loan,3,1,1465903,45809,No,0,Urban,33,50000,120,654,9.78,28480
37,77163,832,0.86,Married,No,Personal loan,2,3,872461,16461,No,0,Urban,32,50000,36,1594,9.18,7384
33,251040,793,0.9,Single,No,Education loan,0,0,0,0,No,0,Urban,18,225936,240,2116,9.57,281904
21,214827,381,0.46,Married,Yes,Auto loan,4,2,1754341,40798,Yes,514453,Urban,19,50000,60,1129,12.69,17740
23,164536,821,0.62,Married,No,Business loan,2,0,0,0,Yes,164979,Rural,9,174300,12,15306,9.79,9372
39,61137,311,0.8,Single,No,Business loan,3,1,1152588,26804,No,0,Urban,18,50000,24,2409,14.39,7816
43,110485,562,0.28,Married,Yes,Auto loan,2,3,446776,24820,Yes,563941,Rural,11,50000,240,512,10.88,72880
20,250970,748,0.68,Single,No,Business loan,3,3,61575,1865,Yes,66964,Urban,9,156162,240,1561,10.52,218478
58,115468,491,0.49,Married,Yes,Business loan,2,1,1831331,73253,No,0,Urban,6,50000,120,719,12.09,36280
59,10901,413,0.34,Single,No,Business loan,1,0,0,0,Yes,537845,Urban,39,272443,24,12999,13.37,39533
31,97980,325,0.48,Married,Yes,Medical loan,2,2,1194724,49780,No,0,Urban,10,50000,120,768,13.75,42160
28,275025,798,0.25,Single,Yes,Personal loan,5,1,1636017,51125,Yes,54200,Rural,15,50000,24,2273,8.52,4552
35,252434,807,0.69,Married,No,Personal loan,1,1,1991168,60338,Yes,277893,Urban,32,50000,12,4382,9.43,2584
29,212258,844,0.38,Single,No,Personal loan,3,1,1402797,31173,Yes,771775,Urban,37,80370,240,726,9.06,93870
40,261839,361,0.42,Married,Yes,Auto loan,4,1,339157,16150,Yes,933562,Urban,16,360958,36,12142,12.89,76154
29,82572,528,0.28,Married,No,Home loan,4,1,1236338,103028,Yes,191559,Urban,24,50000,12,4447,12.22,3364
30,49255,334,0.81,Single,Yes,Medical loan,2,3,815338,67944,Yes,188142,Urban,30,50000,120,751,13.16,40120
42,73212,755,0.55,Married,No,Medical loan,0,1,268323,7666,Yes,515204,Rural,0,205876,120,2772,10.45,126764
62,32499,887,0.6,Single,No,Business loan,2,3,766413,54743,Yes,995524,Urban,38,50000,24,2275,8.63,4600
36,112552,801,0.6,Married,Yes,Education loan,1,0,0,0,No,0,Urban,19,64154,60,1315,8.49,14746
63,71360,894,0.49,Single,No,Personal loan,1,2,1478848,35210,No,0,Rural,8,50000,36,1591,9.06,7276
53,153704,324,0.33,Married,Yes,Medical loan,3,3,1951285,36134,Yes,960441,Urban,1,89726,60,2076,13.76,34834
62,171679,868,0.72,Married,Yes,Medical loan,2,2,389111,7482,Yes,645804,Urban,0,85180,60,1740,8.32,19220
25,101873,331,0.29,Single,No,Education loan,3,2,974685,40611,No,0,Urban,38,50000,60,1168,14.19,20080
46,75756,311,0.27,Single,No,Business loan,0,2,1260953,84063,No,0,Urban,4,50000,60,1186,14.89,21160
49,204454,618,0.7,Married,No,Medical loan,4,3,1892739,55668,No,0,Urban,11,50000,36,1644,11.32,9184
61,37464,300,0.35,Married,No,Medical loan,4,3,151225,8895,Yes,820362,Rural,13,313930,60,7386,14.5,129230
35,131897,734,0.41,Married,No,Home loan,2,3,679966,15110,No,0,Urban,38,50000,36,1617,10.16,8212
23,93791,435,0.53,Single,No,Education loan,3,0,0,0,No,0,Rural,31,50000,60,1141,13.15,18460
35,165371,495,0.51,Married,No,Business loan,3,3,1026679,19743,No,0,Urban,39,50000,36,1673,12.55,10228
36,189047,432,0.7,Single,No,Business loan,0,0,0,0,Yes,938661,Rural,8,601663,12,53931,13.68,45509
39,142534,385,0.64,Single,No,Personal loan,3,3,1586042,54691,No,0,Rural,32,50000,36,1700,13.65,11200
54,91441,775,0.65,Married,No,Home loan,5,3,253631,5396,Yes,618240,Urban,24,288945,120,3778,9.75,164415
49,247612,623,0.7,Single,No,Business loan,5,2,1333513,36040,Yes,789866,Urban,37,92449,120,1287,11.27,61991
58,241444,479,0.4,Married,No,Home loan,1,1,416082,9456,No,0,Rural,13,50000,36,1677,12.71,10372
20,286319,815,0.43,Married,No,Personal loan,5,2,50910,1157,Yes,248727,Urban,8,202817,120,2663,9.85,116743
45,147263,474,0.51,Married,No,Education loan,5,3,1267118,35197,No,0,Urban,26,50000,12,4460,12.76,3520
27,94518,320,0.42,Married,No,Medical loan,1,1,1607898,57424,No,0,Urban,18,50000,36,1716,14.3,11776
52,221230,404,0.89,Married,No,Medical loan,5,1,1408061,100575,No,0,Rural,24,50000,36,1695,13.46,11020
46,57645,877,0.77,Married,No,Auto loan,5,0,0,0,Yes,533705,Urban,31,300142,240,2648,8.73,335378
32,249608,742,0.32,Married,No,Auto loan,1,1,137718,4173,Yes,112959,Urban,21,82284,36,2658,10.08,13404
50,33283,348,0.2,Married,No,Auto loan,2,0,0,0,Yes,958472,Rural,28,485226,36,16588,14.02,111942
24,200195,827,0.23,Single,No,Medical loan,1,2,1155426,25117,No,0,Urban,27,50000,120,639,9.23,26680
29,112780,444,0.37,Single,No,Home loan,1,0,0,0,No,0,Urban,12,50000,36,1686,13.06,10696
47,10515,639,0.28,Single,No,Auto loan,5,3,210462,14030,Yes,992213,Urban,27,329954,120,4565,11.11,217846
38,238872,653,0.57,Married,No,Education loan,4,1,1949237,49980,No,0,Rural,2,50000,60,1098,11.47,15880
48,68755,374,0.8,Married,Yes,Business loan,5,3,900323,37513,No,0,Urban,29,50000,36,1678,12.76,10408
41,37856,877,0.72,Single,Yes,Home loan,2,1,685093,16709,Yes,643069,Rural,10,145557,36,4576,8.23,19179
37,83870,618,0.35,Single,No,Medical loan,1,1,1495830,25790,No,0,Rural,1,50000,120,712,11.82,35440
54,147080,386,0.48,Married,No,Education loan,0,2,733575,31894,No,0,Urban,8,50000,24,2403,14.14,7672
21,280131,852,0.56,Married,No,Medical loan,1,0,0,0,No,0,Urban,32,149029,60,3092,8.98,36491
45,106502,341,0.77,Married,Yes,Home loan,2,2,1195677,85405,No,0,Rural,25,50000,240,588,13.09,91120
61,76323,392,0.79,Single,No,Home loan,3,0,0,0,Yes,600680,Urban,15,351590,24,16811,13.58,51874
37,282017,806,0.84,Single,No,Home loan,5,2,1000403,31262,No,0,Urban,24,50000,60,1048,9.44,12880
41,223614,828,0.56,Single,No,Personal loan,4,2,1534808,30094,No,0,Urban,0,50000,36,1606,9.72,7816
49,177516,564,0.69,Single,No,Business loan,4,1,1776182,148015,Yes,87256,Rural,20,50000,120,713,11.86,35560
58,115219,591,0.28,Single,No,Auto loan,5,2,1278952,44101,No,0,Urban,19,50000,60,1101,11.59,16060
53,15033,763,0.6,Married,No,Personal loan,5,2,68862,2869,Yes,151439,Urban,4,50000,36,1622,10.37,8392
51,287833,859,0.37,Single,Yes,Business loan,2,0,0,0,No,0,Urban,16,95848,12,8333,7.91,4148
53,119756,396,0.5,Single,No,Medical loan,1,2,238898,13272,No,0,Urban,39,50000,120,762,13.54,41440
19,272210,394,0.64,Single,No,Auto loan,0,1,1705088,71045,No,0,Urban,37,50000,120,763,13.56,41560
32,124159,625,0.38,Married,No,Personal loan,1,2,918250,32794,No,0,Urban,0,50000,60,1105,11.75,16300
51,186318,373,0.24,Married,Yes,Personal loan,1,3,965739,17245,Yes,343859,Urban,12,50000,36,1679,12.77,10444
53,17533,635,0.21,Married,No,Education loan,0,3,970023,22558,Yes,693486,Urban,17,79728,120,1105,11.15,52872
23,211224,367,0.22,Single,No,Personal loan,4,0,0,0,No,0,Urban,3,50000,60,1171,14.33,20260
56,252653,376,0.21,Single,No,Home loan,1,0,0,0,No,0,Urban,13,50404,60,1166,13.74,19556
59,119028,507,0.28,Single,No,Medical loan,3,3,318256,7956,Yes,580834,Rural,4,223273,120,3324,12.93,175607
29,283916,520,0.37,Single,Yes,Personal loan,3,2,1492784,26656,No,0,Urban,32,50000,120,697,11.3,33640
20,260231,561,0.35,Married,No,Home loan,2,2,1354765,33043,Yes,968640,Urban,25,169776,120,2425,11.89,121224
62,22940,709,0.89,Married,No,Business loan,2,0,0,0,No,0,Urban,3,50000,120,686,10.91,32320
35,26932,630,0.41,Married,No,Business loan,0,1,317791,14445,No,0,Rural,29,50000,240,522,11.2,75280
57,236377,643,0.29,Married,No,Home loan,0,2,1338703,53548,No,0,Rural,16,50000,24,2332,11.07,5968
38,34648,373,0.58,Married,No,Education loan,2,3,1193126,56815,No,0,Urban,27,50000,36,1703,13.77,11308
32,42966,553,0.8,Single,No,Education loan,5,1,1499389,78915,Yes,662416,Rural,5,50000,60,1124,12.47,17440
50,265733,631,0.67,Married,No,Business loan,1,1,1746458,41582,No,0,Urban,26,50000,120,694,11.19,33280
52,173639,697,0.41,Single,Yes,Medical loan,5,2,690685,40628,No,0,Urban,35,50000,36,1602,9.53,7672
43,256331,644,0.59,Married,No,Personal loan,4,1,1942178,64739,No,0,Urban,6,50000,36,1650,11.56,9400
25,52598,883,0.7,Single,Yes,Business loan,3,0,0,0,No,0,Urban,0,50000,60,1017,8.17,11020
53,200271,754,0.71,Single,Yes,Business loan,0,1,730993,24366,Yes,199207,Urban,9,50000,240,464,9.46,61360
65,185309,414,0.67,Married,No,Home loan,2,0,0,0,No,0,Rural,12,111741,24,5331,13.36,16203
47,206569,612,0.81,Married,No,Education loan,3,2,1741017,75696,No,0,Urban,40,50000,24,2339,11.38,6136
40,141250,527,0.81,Single,No,Medical loan,5,1,697908,13958,No,0,Urban,31,50000,24,2359,12.23,6616
59,258004,544,0.61,Single,Yes,Home loan,0,3,1298750,44784,No,0,Urban,13,50000,24,2331,11.06,5944
61,27118,825,0.5,Single,No,Business loan,0,3,1008976,72069,No,0,Urban,32,50000,36,1595,9.25,7420
31,32616,827,0.65,Married,No,Auto loan,1,0,0,0,Yes,775857,Rural,29,408068,60,8516,9.23,102892
31,141870,726,0.77,Married,Yes,Personal loan,0,0,0,0,No,0,Urban,8,109239,60,2307,9.74,29181
19,279745,341,0.2,Married,No,Business loan,4,2,1994897,99744,Yes,351456,Urban,5,50000,24,2414,14.59,7936
54,297507,764,0.89,Single,No,Home loan,0,1,432066,25415,No,0,Rural,9,50000,240,494,10.36,68560
22,12795,577,0.33,Married,Yes,Auto loan,4,0,0,0,Yes,567602,Rural,10,287178,12,25412,11.23,17766
55,107462,318,0.53,Single,No,Auto loan,5,0,0,0,Yes,129756,Rural,38,107594,24,5182,14.32,16774
62,275228,365,0.81,Single,No,Business loan,1,2,1822757,151896,Yes,534666,Urban,19,50000,12,4485,13.85,3820
58,272875,466,0.36,Single,No,Medical loan,4,1,1700429,32083,Yes,851880,Rural,24,119532,24,5673,12.84,16620
64,142201,884,0.53,Married,Yes,Education loan,5,1,945120,18531,Yes,425542,Urban,11,50000,36,1558,7.66,6088
31,169094,702,0.29,Single,No,Auto loan,3,0,0,0,No,0,Urban,21,50000,60,1074,10.48,14440
56,273749,708,0.48,Single,No,Personal loan,0,1,1045886,26147,Yes,355995,Rural,11,50000,12,4405,10.42,2860
42,87506,411,0.32,Married,No,Home loan,2,1,1177191,25591,No,0,Urban,13,50000,24,2386,13.39,7264
37,250313,573,0.45,Single,Yes,Home loan,2,1,1357825,29517,Yes,130532,Urban,35,50000,60,1081,10.77,14860
19,54130,706,0.46,Married,No,Home loan,4,3,1604132,39125,Yes,613556,Rural,13,50000,12,4406,10.44,2872
56,173402,672,0.9,Married,No,Business loan,1,1,255159,5546,No,0,Urban,1,81706,60,1787,11.28,25514
23,156259,896,0.9,Married,Yes,Home loan,4,3,541804,10836,Yes,874173,Urban,1,419560,240,3519,8.04,425000
34,211682,338,0.28,Single,No,Home loan,5,1,1093700,33142,Yes,305936,Urban,5,50000,60,1179,14.62,20740
42,233034,404,0.71,Single,No,Personal loan,5,1,1965644,36400,No,0,Rural,24,50000,36,1695,13.46,11020
45,109694,623,0.24,Married,Yes,Education loan,4,1,1298461,33293,Yes,722495,Urban,2,50000,12,4413,10.77,2956
19,29773,713,0.22,Married,No,Medical loan,4,0,0,0,No,0,Urban,22,50000,36,1622,10.37,8392
52,276383,728,0.27,Single,No,Business loan,3,0,0,0,Yes,282965,Urban,8,204912,24,9523,10.72,23640
54,293007,360,0.88,Single,Yes,Business loan,5,3,1641879,56616,No,0,Urban,30,50000,24,2374,12.9,6976
22,78968,606,0.86,Single,No,Home loan,3,1,1624621,37781,Yes,50748,Rural,27,50000,36,1647,11.44,9292
18,70430,653,0.34,Married,No,Personal loan,4,3,213157,13322,No,0,Urban,24,50000,24,2329,10.97,5896
57,260072,692,0.31,Married,Yes,Auto loan,1,1,1289766,28661,Yes,656474,Urban,34,60896,240,570,9.58,75904
29,11515,503,0.37,Single,No,Home loan,0,2,1906871,45401,Yes,967327,Rural,0,50000,120,745,12.97,39400
53,107206,557,0.56,Married,No,Home loan,5,3,1386818,24330,No,0,Urban,1,50000,120,729,12.43,37480
62,255282,785,0.6,Married,No,Business loan,2,0,0,0,No,0,Rural,14,137852,36,4425,9.65,21448
40,245702,816,0.36,Married,No,Business loan,3,2,489436,11123,Yes,160997,Urban,39,50000,60,1046,9.34,12760
64,15586,745,0.73,Single,No,Home loan,5,0,0,0,Yes,92148,Urban,15,54607,24,2521,10.05,5897
48,255277,479,0.42,Single,No,Business loan,0,2,1244943,82996,No,0,Urban,22,50000,36,1677,12.71,10372
28,41186,641,0.85,Single,No,Personal loan,3,2,1530347,61213,Yes,72297,Urban,34,50000,60,1089,11.09,15340
27,36928,432,0.66,Married,No,Auto loan,5,2,1386541,53328,No,0,Rural,7,50000,60,1155,13.68,19300
20,239336,742,0.51,Married,No,Auto loan,3,3,1665236,53717,No,0,Rural,6,50000,24,2320,10.58,5680
31,224159,552,0.75,Married,No,Auto loan,3,3,596121,19229,No,0,Urban,20,50000,120,716,11.98,35920
33,30711,564,0.77,Single,No,Home loan,4,0,0,0,Yes,637448,Rural,34,337641,36,11191,11.86,65235
27,64962,392,0.4,Single,No,Medical loan,4,3,1152566,25055,No,0,Urban,38,50000,240,606,13.58,95440
46,30039,710,0.44,Single,Yes,Home loan,3,0,0,0,Yes,613865,Urban,36,318167,120,4099,9.4,173713
27,46561,437,0.86,Married,No,Home loan,3,1,1452248,96816,Yes,364516,Rural,32,50000,24,2380,13.13,7120
29,216555,507,0.32,Single,No,Personal loan,2,0,0,0,No,0,Urban,36,62367,240,705,12.43,106833
47,229730,872,0.23,Single,No,Auto loan,0,0,0,0,No,0,Urban,34,52837,12,4615,8.78,2543
58,11577,606,0.52,Married,No,Business loan,0,3,310749,10715,Yes,834568,Urban,17,294724,24,13796,11.44,36380
18,117792,565,0.76,Single,Yes,Business loan,1,0,0,0,Yes,366825,Urban,18,268458,120,3675,10.85,172542
22,257980,617,0.74,Married,No,Education loan,1,3,976053,27887,No,0,Urban,9,50000,36,1656,11.83,9616
37,248540,412,0.84,Single,No,Education loan,1,0,0,0,Yes,470622,Rural,3,433645,120,6701,13.88,370475
25,238506,677,0.57,Married,No,Medical loan,4,1,1085657,28569,No,0,Rural,29,50000,24,2324,10.73,5776
60,222489,753,0.27,Married,Yes,Business loan,4,3,1448688,32924,No,0,Urban,32,50000,12,4371,8.97,2452
29,20785,490,0.61,Married,No,Auto loan,2,3,613786,17049,No,0,Urban,3,50000,120,749,13.1,39880
18,82227,739,0.74,Married,No,Home loan,4,1,1748693,109293,Yes,722446,Urban,8,50000,36,1627,10.61,8572
37,75431,486,0.27,Married,Yes,Business loan,1,3,883808,30476,No,0,Urban,16,50000,60,1103,11.64,16180
45,257941,666,0.32,Married,No,Medical loan,5,0,0,0,No,0,Urban,38,61905,12,5466,10.84,3687
60,204844,388,0.21,Married,No,Medical loan,3,2,1147123,20484,Yes,59890,Rural,23,50000,12,4480,13.62,3760
54,160653,486,0.62,Married,No,Business loan,1,3,970645,17028,No,0,Urban,38,50000,240,573,12.64,87520
64,273606,431,0.82,Single,No,Education loan,2,2,192140,6198,Yes,949978,Urban,12,602534,60,13768,13.19,223546
54,205245,859,0.67,Single,No,Auto loan,3,0,0,0,Yes,82968,Urban,25,158371,120,1998,8.91,81389
29,185486,675,0.89,Single,No,Business loan,4,1,1457598,31686,No,0,Rural,18,50000,36,1631,10.75,8716
54,82573,398,0.24,Married,Yes,Home loan,3,3,890137,52361,No,0,Rural,16,50000,60,1125,12.52,17500
61,234737,333,0.83,Married,Yes,Home loan,5,2,719616,18937,Yes,733734,Urban,29,285746,36,9651,13.17,61690
45,129682,881,0.77,Married,Yes,Personal loan,2,1,1293369,33163,No,0,Urban,25,50000,120,598,7.69,21760
64,23386,470,0.42,Single,Yes,Home loan,4,1,214036,9728,No,0,Rural,12,50000,24,2349,11.8,6376
32,64460,665,0.88,Married,No,Business loan,0,3,952994,47649,No,0,Urban,17,50000,12,4415,10.85,2980
23,125375,358,0.4,Single,No,Business loan,1,2,580118,14874,Yes,197267,Rural,20,50000,12,4487,13.92,3844
61,162117,480,0.82,Married,Yes,Home loan,5,3,328012,10933,Yes,559917,Urban,33,248464,120,3521,11.7,174056
37,126582,318,0.82,Single,Yes,Education loan,5,0,0,0,Yes,97323,Rural,8,126509,120,1950,13.82,107491
31,253015,525,0.73,Married,No,Auto loan,1,1,712039,14240,No,0,Urban,29,50000,60,1118,12.25,17080
19,163778,772,0.59,Single,Yes,Medical loan,2,2,1598082,49940,Yes,390824,Rural,28,50000,60,1032,8.78,11920
26,62335,394,0.28,Single,No,Business loan,2,3,542457,12915,Yes,479525,Rural,28,100490,24,4803,13.56,14782
54,239087,596,0.57,Married,Yes,Home loan,5,1,1084386,20460,No,0,Urban,18,50000,120,675,10.54,31000
37,62949,892,0.45,Married,No,Medical loan,1,3,1503514,83528,No,0,Urban,7,50000,36,1591,9.08,7276
43,105558,474,0.75,Single,No,Home loan,3,2,1032082,21501,No,0,Urban,16,50000,12,4460,12.76,3520
46,274860,521,0.73,Married,No,Business loan,0,0,0,0,No,0,Rural,11,200647,36,6692,12.29,40265
18,157646,353,0.84,Single,No,Personal loan,0,0,0,0,No,0,Urban,14,132422,240,1643,13.97,261898
52,252887,702,0.21,Married,No,Auto loan,2,0,0,0,No,0,Urban,4,50000,60,1086,10.98,15160
23,202898,617,0.77,Married,Yes,Business loan,2,3,564154,15670,No,0,Urban,33,50000,240,493,10.33,68320
54,161285,648,0.86,Single,No,Medical loan,3,1,588277,15084,No,0,Urban,2,50000,36,1649,11.52,9364
22,81916,742,0.75,Married,No,Home loan,2,0,0,0,No,0,Urban,4,55293,240,555,10.58,77907
50,207223,879,0.29,Single,No,Personal loan,0,0,0,0,Yes,122691,Urban,33,121440,60,2503,8.71,28740
31,269590,839,0.26,Married,No,Business loan,1,0,0,0,Yes,912169,Rural,8,522673,24,24024,9.61,53903
29,258090,581,0.21,Married,No,Auto loan,5,0,0,0,No,0,Urban,23,50000,120,708,11.69,34960
59,60906,659,0.64,Married,No,Personal loan,0,2,1352917,28785,No,0,Urban,4,50000,120,700,11.41,34000
37,272607,307,0.64,Single,No,Medical loan,3,2,1863358,66548,No,0,Urban,26,50000,36,1719,14.43,11884
41,84694,862,0.89,Single,No,Home loan,1,1,172850,4671,No,0,Urban,19,50000,12,4369,8.88,2428
60,292152,790,0.48,Single,Yes,Education loan,1,2,1678565,43040,No,0,Urban,40,50000,36,1580,8.6,6880
51,80474,640,0.43,Married,No,Auto loan,5,2,1472456,30676,Yes,184577,Urban,1,50000,60,1102,11.6,16120
42,48185,771,0.64,Married,No,Personal loan,0,2,270170,9648,No,0,Urban,22,50000,24,2302,9.79,5248
46,272048,548,0.78,Married,Yes,Business loan,1,3,851351,30405,Yes,634732,Urban,33,154093,24,7183,11.02,18299
56,266574,534,0.86,Married,Yes,Business loan,1,2,1008810,22927,No,0,Urban,28,50000,120,693,11.16,33160
48,212211,382,0.76,Single,Yes,Personal loan,2,3,1212492,26944,No,0,Urban,34,50000,60,1129,12.68,17740
64,32504,392,0.5,Single,No,Business loan,1,3,716396,21070,No,0,Urban,29,50000,120,763,13.58,41560
60,64970,693,0.64,Single,No,Personal loan,3,2,418758,10213,No,0,Rural,2,50000,240,518,11.07,74320
40,288910,567,0.8,Single,Yes,Auto loan,1,3,1319622,34726,Yes,217999,Urban,9,50000,12,4426,11.33,3112
61,126944,716,0.54,Single,No,Business loan,2,0,0,0,No,0,Urban,33,61694,240,609,10.34,84466
55,183615,882,0.35,Married,No,Auto loan,4,1,595287,29764,Yes,581368,Urban,0,50000,120,638,9.18,26560
37,174211,828,0.32,Single,No,Home loan,4,2,290348,9366,No,0,Urban,5,50000,36,1606,9.72,7816
40,130494,552,0.2,Single,Yes,Home loan,3,2,1338271,39360,No,0,Urban,5,50000,36,1648,11.48,9328
62,244941,421,0.7,Married,No,Home loan,5,1,953586,16441,No,0,Urban,15,50000,24,2383,13.29,7192
33,18802,309,0.28,Single,No,Home loan,5,2,91543,3051,Yes,980911,Urban,0,457791,24,22177,14.91,74457
59,181277,615,0.37,Married,No,Business loan,3,2,822807,17141,Yes,733673,Urban,4,218156,120,3111,11.85,155164
25,21516,572,0.41,Single,No,Personal loan,1,1,890992,15910,No,0,Rural,24,50000,240,542,11.78,80080
38,123758,605,0.59,Married,No,Business loan,1,3,777273,51818,No,0,Urban,26,50000,24,2340,11.45,6160
18,40480,509,0.48,Married,No,Medical loan,4,0,0,0,No,0,Rural,37,50000,120,729,12.41,37480
25,193163,763,0.67,Single,Yes,Business loan,4,3,728148,30339,No,0,Urban,25,50000,120,629,8.87,25480
46,138023,715,0.24,Married,Yes,Auto loan,0,0,0,0,No,0,Urban,15,50000,240,461,9.35,60640
